DMY,Current_Price,Open,High,Low,Volume,% Changes
01/29/2021,"2,060.65","2,077.99","2,081.02","2,042.37",4.55B,-0.06%
2/1/2021,"2,077.57","2,057.74","2,084.15","2,043.41",3.34B,0.82%
2/2/2021,"2,089.05","2,099.58","2,107.62","2,080.09",3.00B,0.55%
2/3/2021,"2,081.12","2,109.12","2,111.71","2,081.02",3.61B,-0.38%
2/4/2021,"2,081.86","2,088.27","2,097.49","2,073.23",3.24B,0.04%
2/5/2021,"2,103.84","2,094.28","2,106.45","2,090.40",3.07B,1.06%
2/8/2021,"2,136.17","2,122.99","2,137.75","2,119.55",4.58B,1.54%
2/9/2021,"2,139.27","2,149.11","2,157.48","2,136.58",3.94B,0.15%
2/10/2021,"2,138.93","2,151.50","2,155.05","2,131.78",2.73B,-0.02%
2/11/2021,"2,125.03","2,145.25","2,146.47","2,116.45",2.18B,-0.65%
02/15/2021,"2,141.70","2,133.62","2,152.18","2,125.88",2.50B,0.78%
02/16/2021,"2,143.00","2,148.62","2,152.97","2,141.35",2.30B,0.06%
02/17/2021,"2,127.61","2,135.89","2,151.20","2,126.22",3.03B,-0.72%
02/18/2021,"2,121.53","2,134.63","2,142.50","2,121.02",2.89B,-0.29%
02/19/2021,"2,104.12","2,110.44","2,115.39","2,092.79",3.07B,-0.82%
02/22/2021,"2,071.99","2,110.28","2,111.96","2,068.93",3.34B,-1.53%
02/23/2021,"2,107.42","2,087.66","2,118.69","2,085.29",2.74B,1.71%
02/24/2021,"2,094.02","2,112.83","2,119.18","2,085.26",2.70B,-0.64%
02/25/2021,"2,105.49","2,122.72","2,128.69","2,101.07",3.87B,0.55%
3/1/2021,"2,111.87","2,101.19","2,120.11","2,092.96",3.19B,0.30%
3/2/2021,"2,112.43","2,115.63","2,122.71","2,108.47",2.98B,0.03%
3/3/2021,"2,176.34","2,123.06","2,176.34","2,122.69",4.60B,3.03%
3/4/2021,"2,154.76","2,161.54","2,168.09","2,147.74",3.88B,-0.99%
3/5/2021,"2,165.92","2,148.25","2,184.01","2,146.33",4.24B,0.52%
3/8/2021,"2,164.58","2,189.55","2,195.05","2,158.48",4.25B,-0.06%
3/9/2021,"2,171.59","2,179.02","2,182.29","2,151.00",3.71B,0.32%
3/10/2021,"2,203.12","2,174.70","2,205.02","2,169.93",4.48B,1.45%
3/11/2021,"2,208.57","2,217.69","2,221.46","2,197.93",4.32B,0.25%
3/12/2021,"2,197.65","2,215.67","2,223.77","2,189.10",4.24B,-0.49%
03/15/2021,"2,190.10","2,204.76","2,208.88","2,184.70",3.08B,-0.34%
03/16/2021,"2,186.15","2,194.75","2,202.15","2,182.74",4.58B,-0.18%
03/17/2021,"2,190.84","2,183.44","2,198.76","2,177.37",3.59B,0.21%
03/18/2021,"2,189.10","2,211.35","2,217.54","2,187.72",3.67B,-0.08%
03/19/2021,"2,176.48","2,176.66","2,182.87","2,164.37",3.74B,-0.58%
03/22/2021,"2,177.25","2,174.42","2,187.24","2,160.89",2.75B,0.04%
03/23/2021,"2,173.93","2,185.74","2,189.01","2,170.10",4.08B,-0.15%
03/24/2021,"2,182.35","2,162.82","2,182.35","2,159.38",3.33B,0.39%
03/25/2021,"2,182.62","2,188.89","2,195.21","2,179.77",3.73B,0.01%
03/26/2021,"2,187.42","2,192.03","2,198.42","2,176.65",3.78B,0.22%
03/29/2021,"2,198.00","2,199.09","2,213.75","2,196.07",3.23B,0.48%
03/30/2021,"2,207.07","2,206.07","2,214.36","2,199.69",4.31B,0.41%
03/31/2021,"2,203.56","2,210.68","2,213.03","2,199.79",2.40B,-0.16%
4/1/2021,"2,214.57","2,213.43","2,223.32","2,206.04",2.85B,0.50%
4/2/2021,"2,215.68","2,226.51","2,231.38","2,213.48",4.02B,0.05%
4/5/2021,"2,190.24","2,219.52","2,222.97","2,184.29",4.10B,-1.15%
4/7/2021,"2,157.21","2,170.87","2,179.47","2,155.60",4.30B,-1.51%
4/8/2021,"2,159.57","2,154.14","2,167.29","2,150.53",2.90B,0.11%
4/9/2021,"2,170.57","2,164.04","2,180.30","2,163.26",2.82B,0.51%
4/12/2021,"2,135.81","2,162.80","2,163.70","2,131.65",2.99B,-1.60%
04/16/2021,"2,148.94","2,143.74","2,150.00","2,124.10",3.50B,0.61%
04/19/2021,"2,182.50","2,156.46","2,184.32","2,151.76",2.77B,1.56%
04/20/2021,"2,189.41","2,179.83","2,193.13","2,174.02",3.06B,0.32%
04/21/2021,"2,185.32","2,181.34","2,193.27","2,179.87",2.17B,-0.19%
04/22/2021,"2,164.44","2,192.48","2,195.04","2,158.68",2.99B,-0.96%
04/23/2021,"2,143.07","2,157.22","2,158.58","2,137.50",3.06B,-0.99%
04/26/2021,"2,146.98","2,140.54","2,151.53","2,128.20",2.81B,0.18%
04/27/2021,"2,146.23","2,151.84","2,161.27","2,137.21",3.05B,-0.03%
04/28/2021,"2,169.24","2,153.81","2,172.61","2,149.51",3.16B,1.07%
04/29/2021,"2,191.34","2,181.64","2,195.02","2,180.21",4.10B,1.02%
04/30/2021,"2,173.52","2,190.59","2,193.37","2,172.42",3.00B,-0.81%
5/5/2021,"2,117.45","2,169.28","2,171.82","2,114.31",4.19B,-2.58%
5/6/2021,"2,151.46","2,123.49","2,158.70","2,120.16",2.77B,1.61%
5/7/2021,"2,172.90","2,167.83","2,179.46","2,159.30",2.62B,1.00%
5/10/2021,"2,180.97","2,192.63","2,192.94","2,161.24",2.61B,0.37%
5/11/2021,"2,171.96","2,165.09","2,185.20","2,153.64",3.39B,-0.41%
5/12/2021,"2,163.29","2,168.24","2,172.21","2,139.50",3.63B,-0.40%
05/13/2021,"2,129.97","2,136.39","2,145.72","2,067.45",5.04B,-1.54%
05/14/2021,"2,130.59","2,139.09","2,143.87","2,106.08",3.34B,0.03%
05/17/2021,"2,131.20","2,121.30","2,139.94","2,104.20",2.90B,0.03%
05/18/2021,"2,154.56","2,147.86","2,161.06","2,145.14",2.86B,1.10%
05/19/2021,"2,144.85","2,144.84","2,157.46","2,139.30",2.92B,-0.45%
05/20/2021,"2,135.63","2,149.29","2,155.18","2,133.96",3.11B,-0.43%
05/21/2021,"2,133.16","2,142.82","2,143.87","2,121.96",3.11B,-0.12%
05/24/2021,"2,131.21","2,136.21","2,143.86","2,124.31",2.53B,-0.09%
05/25/2021,"2,158.33","2,148.77","2,162.93","2,143.15",2.48B,1.27%
05/27/2021,"2,179.34","2,160.61","2,188.25","2,157.04",4.25B,0.97%
05/28/2021,"2,176.58","2,190.14","2,196.95","2,173.49",2.94B,-0.13%
05/31/2021,"2,189.79","2,176.71","2,192.31","2,168.54",2.44B,0.61%
6/1/2021,"2,231.56","2,204.00","2,234.46","2,196.79",3.69B,1.91%
6/2/2021,"2,227.05","2,240.20","2,243.97","2,220.60",4.97B,-0.20%
6/4/2021,"2,214.16","2,219.15","2,232.01","2,213.83",3.67B,-0.58%
6/7/2021,"2,215.61","2,224.51","2,235.85","2,213.76",3.58B,0.07%
6/8/2021,"2,216.04","2,218.36","2,225.21","2,203.49",5.74B,0.02%
6/9/2021,"2,236.10","2,223.30","2,239.66","2,223.02",3.41B,0.91%
6/10/2021,"2,232.44","2,244.38","2,251.06","2,230.46",4.12B,-0.16%
6/11/2021,"2,251.77","2,242.04","2,252.38","2,238.07",3.86B,0.87%
06/14/2021,"2,247.66","2,259.47","2,261.52","2,240.50",5.00B,-0.18%
06/15/2021,"2,228.30","2,248.31","2,250.94","2,223.02",3.87B,-0.86%
06/16/2021,"2,231.89","2,229.13","2,242.58","2,223.32",4.11B,0.16%
06/17/2021,"2,219.57","2,225.02","2,239.79","2,216.89",3.27B,-0.55%
06/18/2021,"2,214.30","2,222.35","2,226.47","2,201.01",5.14B,-0.24%
06/21/2021,"2,196.54","2,191.19","2,198.43","2,181.99",4.40B,-0.80%
06/22/2021,"2,194.80","2,210.48","2,214.67","2,194.11",3.52B,-0.08%
06/23/2021,"2,187.62","2,205.08","2,206.91","2,185.02",3.21B,-0.33%
06/24/2021,"2,180.21","2,180.59","2,183.70","2,158.40",3.87B,-0.34%
06/25/2021,"2,175.86","2,189.56","2,194.69","2,169.15",2.70B,-0.20%
06/28/2021,"2,169.13","2,162.64","2,174.45","2,151.45",3.25B,-0.31%
06/29/2021,"2,184.92","2,172.20","2,193.21","2,170.01",2.67B,0.73%
06/30/2021,"2,177.34","2,193.00","2,198.37","2,171.17",3.31B,-0.35%
7/1/2021,"2,185.11","2,181.92","2,191.16","2,171.72",3.39B,0.36%
7/2/2021,"2,166.37","2,180.62","2,189.07","2,159.37",3.09B,-0.86%
7/5/2021,"2,168.58","2,169.56","2,172.57","2,158.40",2.13B,0.10%
7/6/2021,"2,182.76","2,179.52","2,190.33","2,177.98",2.08B,0.65%
7/7/2021,"2,164.89","2,171.95","2,178.43","2,159.87",3.32B,-0.82%
7/8/2021,"2,120.32","2,147.10","2,151.72","2,114.79",5.68B,-2.06%
7/9/2021,"2,130.97","2,114.84","2,139.37","2,111.24",4.28B,0.50%
7/12/2021,"2,127.12","2,140.15","2,144.75","2,118.79",3.37B,-0.18%
07/13/2021,"2,156.05","2,139.05","2,159.02","2,135.80",2.84B,1.36%
07/14/2021,"2,150.07","2,154.73","2,158.25","2,139.88",2.52B,-0.28%
07/15/2021,"2,153.02","2,157.87","2,165.59","2,150.05",2.51B,0.14%
07/16/2021,"2,154.70","2,147.41","2,157.67","2,144.11",3.93B,0.08%
07/19/2021,"2,128.90","2,132.02","2,140.60","2,121.70",2.72B,-1.20%
07/20/2021,"2,105.27","2,121.80","2,123.73","2,094.31",3.85B,-1.11%
07/21/2021,"2,109.02","2,110.10","2,114.33","2,095.75",3.01B,0.18%
07/22/2021,"2,125.31","2,123.21","2,128.97","2,115.78",2.59B,0.77%
07/23/2021,"2,111.53","2,121.28","2,125.51","2,105.08",2.34B,-0.65%
07/27/2021,"2,097.73","2,114.28","2,120.44","2,087.61",2.13B,-0.65%
07/29/2021,"2,099.09","2,104.24","2,109.21","2,091.47",2.89B,0.06%
07/30/2021,"2,079.28","2,096.61","2,100.42","2,072.37",3.25B,-0.94%
8/2/2021,"2,086.95","2,083.32","2,087.56","2,067.72",2.21B,0.37%
8/3/2021,"2,107.14","2,088.46","2,107.14","2,086.36",2.46B,0.97%
8/4/2021,"2,114.57","2,108.79","2,119.82","2,095.77",1.96B,0.35%
8/5/2021,"2,083.64","2,112.10","2,116.51","2,082.79",2.24B,-1.46%
8/6/2021,"2,075.78","2,087.39","2,099.19","2,064.93",2.35B,-0.38%
8/9/2021,"2,102.31","2,085.26","2,107.94","2,079.58",2.02B,1.28%
8/10/2021,"2,104.74","2,107.86","2,118.06","2,099.96",3.27B,0.12%
8/11/2021,"2,092.60","2,115.67","2,118.58","2,090.97",3.52B,-0.58%
08/13/2021,"2,091.67","2,088.77","2,105.71","2,084.68",3.10B,-0.04%
08/16/2021,"2,098.33","2,090.83","2,102.13","2,072.20",2.96B,0.32%
08/17/2021,"2,116.90","2,107.47","2,120.27","2,100.12",2.83B,0.88%
08/18/2021,"2,127.71","2,120.31","2,136.85","2,117.73",2.74B,0.51%
08/19/2021,"2,113.15","2,118.24","2,129.20","2,112.15",2.33B,-0.68%
08/20/2021,"2,124.53","2,121.97","2,128.00","2,114.64",2.96B,0.54%
08/23/2021,"2,171.37","2,144.34","2,172.74","2,144.10",4.50B,2.20%
08/24/2021,"2,177.20","2,183.28","2,198.17","2,174.37",3.74B,0.27%
08/25/2021,"2,196.79","2,183.18","2,198.18","2,178.12",2.75B,0.90%
08/26/2021,"2,195.59","2,198.10","2,201.09","2,188.35",2.62B,-0.05%
08/27/2021,"2,211.09","2,196.02","2,216.74","2,192.35",3.23B,0.71%
08/30/2021,"2,244.66","2,226.61","2,248.33","2,225.74",3.61B,1.52%
08/31/2021,"2,254.77","2,241.52","2,262.79","2,235.08",3.53B,0.45%
9/1/2021,"2,245.09","2,260.09","2,265.46","2,236.14",2.94B,-0.43%
9/2/2021,"2,268.23","2,245.32","2,275.37","2,242.77",3.14B,1.03%
9/3/2021,"2,271.81","2,277.64","2,283.84","2,261.40",3.34B,0.16%
9/6/2021,"2,265.85","2,273.65","2,277.82","2,259.73",3.35B,-0.26%
9/7/2021,"2,250.09","2,274.22","2,281.85","2,246.66",4.23B,-0.70%
9/8/2021,"2,251.69","2,242.95","2,254.67","2,230.71",2.80B,0.07%
9/9/2021,"2,231.62","2,246.35","2,260.99","2,228.77",3.05B,-0.89%
9/10/2021,"2,239.69","2,237.91","2,247.53","2,218.46",2.68B,0.36%
09/13/2021,"2,233.47","2,236.02","2,250.23","2,226.00",2.66B,-0.28%
09/14/2021,"2,220.47","2,242.26","2,242.79","2,216.93",2.86B,-0.58%
09/15/2021,"2,224.25","2,220.83","2,229.82","2,214.59",2.06B,0.17%
09/16/2021,"2,231.27","2,233.29","2,237.00","2,224.05",2.52B,0.32%
09/17/2021,"2,223.59","2,231.46","2,235.81","2,210.73",3.47B,-0.34%
09/20/2021,"2,190.10","2,209.54","2,214.79","2,185.58",2.38B,-1.51%
09/21/2021,"2,206.52","2,192.77","2,212.10","2,174.23",2.46B,0.75%
09/22/2021,"2,211.35","2,205.29","2,219.15","2,199.49",2.77B,0.22%
09/23/2021,"2,233.71","2,232.46","2,241.49","2,217.86",5.85B,1.01%
09/27/2021,"2,218.44","2,242.47","2,247.02","2,212.07",5.81B,-0.68%
09/28/2021,"2,213.16","2,223.58","2,228.55","2,208.91",3.99B,-0.24%
09/29/2021,"2,212.02","2,194.85","2,221.62","2,193.56",3.73B,-0.05%
09/30/2021,"2,194.43","2,210.69","2,218.09","2,186.83",4.29B,-0.80%
10/1/2021,"2,196.30","2,186.35","2,202.71","2,178.12",3.42B,0.09%
10/4/2021,"2,210.60","2,205.33","2,219.35","2,204.00",3.22B,0.65%
10/5/2021,"2,227.06","2,206.87","2,231.25","2,205.17",3.66B,0.74%
10/6/2021,"2,217.77","2,230.59","2,237.45","2,213.60",4.08B,-0.42%
10/7/2021,"2,236.62","2,227.62","2,244.74","2,222.85",5.27B,0.85%
10/8/2021,"2,244.40","2,249.48","2,253.71","2,238.32",4.26B,0.35%
10/11/2021,"2,237.28","2,251.60","2,256.83","2,231.50",3.83B,-0.32%
10/12/2021,"2,251.71","2,254.46","2,257.75","2,242.19",3.87B,0.64%
10/14/2021,"2,246.79","2,257.48","2,259.19","2,241.03",3.80B,-0.22%
10/15/2021,"2,245.90","2,254.73","2,263.08","2,239.55",3.23B,-0.04%
10/18/2021,"2,254.30","2,250.77","2,261.69","2,247.40",2.80B,0.37%
10/19/2021,"2,234.44","2,261.50","2,263.41","2,228.42",3.77B,-0.88%
10/20/2021,"2,244.72","2,239.24","2,247.95","2,236.64",2.60B,0.46%
10/21/2021,"2,251.16","2,255.34","2,257.70","2,245.12",2.68B,0.29%
10/25/2021,"2,238.18","2,254.05","2,255.91","2,232.20",2.45B,-0.58%
10/26/2021,"2,240.65","2,239.70","2,245.67","2,226.34",2.75B,0.11%
10/27/2021,"2,225.62","2,234.01","2,238.95","2,224.33",2.68B,-0.67%
10/28/2021,"2,223.23","2,223.21","2,234.27","2,217.55",2.81B,-0.11%
10/29/2021,"2,220.55","2,225.87","2,231.04","2,214.89",2.14B,-0.12%
11/1/2021,"2,210.12","2,227.92","2,237.10","2,205.11",2.63B,-0.47%
11/2/2021,"2,220.09","2,215.16","2,224.71","2,203.49",2.69B,0.45%
11/3/2021,"2,210.93","2,223.48","2,228.02","2,204.94",3.81B,-0.41%
11/4/2021,"2,229.49","2,213.70","2,232.96","2,204.18",2.42B,0.84%
11/5/2021,"2,229.26","2,230.57","2,233.88","2,220.02",1.67B,-0.01%
11/8/2021,"2,230.65","2,237.66","2,244.35","2,223.14",3.23B,0.06%
11/9/2021,"2,233.83","2,231.26","2,239.73","2,224.91",2.24B,0.14%
11/10/2021,"2,231.98","2,226.58","2,237.37","2,222.85",2.33B,-0.08%
11/11/2021,"2,234.65","2,229.60","2,238.87","2,225.70",2.37B,0.12%
11/12/2021,"2,234.54","2,241.71","2,247.09","2,233.23",2.34B,0.00%
11/15/2021,"2,244.41","2,238.65","2,250.26","2,238.07",2.66B,0.44%
11/16/2021,"2,252.43","2,249.17","2,259.73","2,244.25",3.62B,0.36%
11/17/2021,"2,252.34","2,255.95","2,264.18","2,249.50",4.56B,0.00%
11/18/2021,"2,259.40","2,249.85","2,265.11","2,248.11",3.72B,0.31%
11/19/2021,"2,248.94","2,262.92","2,267.93","2,244.44",4.28B,-0.46%
11/22/2021,"2,258.99","2,255.15","2,265.16","2,250.21",4.66B,0.45%
11/23/2021,"2,254.68","2,263.21","2,265.81","2,250.00",3.75B,-0.19%
11/24/2021,"2,258.84","2,260.66","2,271.86","2,255.63",3.80B,0.18%
11/25/2021,"2,257.25","2,266.94","2,269.23","2,250.90",3.34B,-0.07%
11/26/2021,"2,199.66","2,241.42","2,243.96","2,195.71",6.35B,-2.55%
11/29/2021,"2,169.64","2,198.29","2,211.70","2,166.98",4.59B,-1.36%
11/30/2021,"2,139.25","2,187.46","2,202.95","2,135.21",5.66B,-1.40%
12/1/2021,"2,168.44","2,152.41","2,171.07","2,130.27",3.25B,1.36%
12/2/2021,"2,168.00","2,157.36","2,169.81","2,150.47",2.08B,-0.02%
12/3/2021,"2,159.43","2,169.84","2,176.19","2,159.17",2.07B,-0.40%
12/7/2021,"2,191.49","2,178.91","2,195.45","2,170.47",2.68B,1.48%
12/8/2021,"2,206.08","2,203.45","2,210.56","2,192.41",3.33B,0.67%
12/9/2021,"2,202.05","2,210.49","2,213.61","2,193.57",3.18B,-0.18%
12/13/2021,"2,212.34","2,214.77","2,218.83","2,200.44",2.98B,0.47%
12/14/2021,"2,220.70","2,202.79","2,221.16","2,196.89",3.03B,0.38%
12/15/2021,"2,205.46","2,214.74","2,220.07","2,203.45",3.02B,-0.69%
12/16/2021,"2,242.78","2,216.40","2,243.01","2,207.07",3.82B,1.69%
12/17/2021,"2,236.03","2,239.18","2,244.12","2,228.82",3.67B,-0.30%
12/20/2021,"2,195.66","2,218.23","2,223.41","2,189.79",2.94B,-1.81%
12/21/2021,"2,204.34","2,207.35","2,215.67","2,199.13",1.75B,0.40%
12/22/2021,"2,210.81","2,213.82","2,219.76","2,207.30",1.70B,0.29%
12/23/2021,"2,233.36","2,221.39","2,242.12","2,220.86",2.80B,1.02%
12/24/2021,"2,231.40","2,236.31","2,239.25","2,226.43",1.91B,-0.09%
12/27/2021,"2,233.08","2,238.30","2,240.07","2,225.82",2.16B,0.08%
12/28/2021,"2,246.98","2,240.20","2,255.63","2,239.80",2.95B,0.62%
12/29/2021,"2,261.52","2,249.24","2,264.44","2,245.99",2.65B,0.65%
12/30/2021,"2,265.16","2,267.10","2,271.28","2,256.16",2.33B,0.16%
1/4/2022,"2,283.56","2,275.76","2,290.26","2,274.43",4.31B,0.81%
1/5/2022,"2,291.71","2,285.87","2,294.56","2,282.09",3.66B,0.36%
1/6/2022,"2,251.78","2,270.43","2,274.15","2,251.09",4.39B,-1.74%
1/7/2022,"2,257.40","2,261.32","2,266.10","2,246.39",3.16B,0.25%
1/10/2022,"2,256.14","2,261.53","2,266.04","2,249.76",2.33B,-0.06%
1/11/2022,"2,268.34","2,257.85","2,269.95","2,257.27",2.93B,0.54%
1/12/2022,"2,283.51","2,281.85","2,287.34","2,274.00",3.12B,0.67%
01/13/2022,"2,282.56","2,286.90","2,290.95","2,275.65",2.90B,-0.04%
01/14/2022,"2,273.11","2,277.66","2,282.75","2,267.23",2.91B,-0.41%
01/17/2022,"2,277.88","2,277.26","2,283.89","2,271.57",2.33B,0.21%
01/18/2022,"2,257.73","2,283.14","2,287.76","2,257.21",3.69B,-0.88%
01/19/2022,"2,257.41","2,255.96","2,269.78","2,249.51",4.04B,-0.01%
01/20/2022,"2,258.06","2,264.23","2,269.39","2,256.74",3.31B,0.03%
01/21/2022,"2,251.59","2,248.47","2,255.96","2,235.95",3.80B,-0.29%
01/24/2022,"2,242.98","2,248.12","2,255.84","2,238.25",3.38B,-0.38%
01/25/2022,"2,243.01","2,235.82","2,244.15","2,221.03",3.23B,0.00%
01/26/2022,"2,255.14","2,252.49","2,262.43","2,248.23",3.51B,0.54%
01/27/2022,"2,246.20","2,239.49","2,246.93","2,221.21",4.02B,-0.40%
01/28/2022,"2,251.24","2,251.07","2,261.07","2,246.64",3.24B,0.22%
01/31/2022,"2,259.88","2,263.67","2,273.25","2,259.64",2.69B,0.38%
2/1/2022,"2,274.11","2,275.68","2,279.00","2,272.02",2.08B,0.63%
2/2/2022,"2,278.83","2,279.96","2,283.11","2,268.26",2.32B,0.21%
2/3/2022,"2,278.03","2,272.76","2,284.55","2,271.87",4.47B,-0.04%
2/4/2022,"2,284.20","2,283.18","2,294.34","2,281.40",2.79B,0.27%
2/7/2022,"2,291.37","2,291.70","2,297.65","2,275.97",3.18B,0.31%
2/8/2022,"2,300.81","2,295.16","2,302.34","2,289.32",3.11B,0.41%
2/9/2022,"2,335.79","2,308.83","2,341.72","2,307.52",5.56B,1.52%
2/10/2022,"2,333.82","2,338.95","2,341.31","2,322.57",4.63B,-0.08%
2/11/2022,"2,328.16","2,319.88","2,334.48","2,314.46",3.91B,-0.24%
02/14/2022,"2,310.97","2,319.69","2,323.05","2,303.75",2.96B,-0.74%
02/15/2022,"2,331.56","2,316.52","2,334.71","2,310.81",3.33B,0.89%
02/17/2022,"2,345.23","2,343.54","2,357.89","2,341.46",4.35B,0.59%
02/18/2022,"2,345.01","2,339.82","2,352.55","2,331.79",3.99B,-0.01%
02/21/2022,"2,310.39","2,341.99","2,342.89","2,306.47",4.59B,-1.48%
02/22/2022,"2,304.38","2,287.70","2,305.21","2,278.64",3.74B,-0.26%
02/23/2022,"2,319.66","2,307.92","2,325.30","2,301.74",2.89B,0.66%
02/24/2022,"2,277.85","2,305.23","2,310.04","2,267.52",5.18B,-1.80%
02/25/2022,"2,297.20","2,296.16","2,304.72","2,283.99",3.04B,0.85%
02/28/2022,"2,305.32","2,294.77","2,313.03","2,280.16",3.08B,0.35%
3/1/2022,"2,318.18","2,318.43","2,328.01","2,312.35",3.22B,0.56%
3/2/2022,"2,318.53","2,318.68","2,326.40","2,308.14",3.59B,0.02%
